"","P1","P2","P3","P4","P5","P6","P7","P8"
"17109","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"17110","Chocolate Tart","Tuile Cookie","Lemon Lemonade",NA,NA,NA,NA,NA
"17111","Blueberry Tart","Marzipan Cookie",NA,NA,NA,NA,NA,NA
"17112","Opera Cake","Apple Danish","Bottled Water","Cherry Soda",NA,NA,NA,NA
"17113","Casino Cake","Truffle Cake","Berry Tart","Cherry Tart","Pecan Tart","Bottled Water",NA,NA
"17114","Strawberry Cake","Berry Tart","Blueberry Tart",NA,NA,NA,NA,NA
"17115","Truffle Cake","Bottled Water","Hot Coffee",NA,NA,NA,NA,NA
"17116","Marzipan Cookie","Tuile Cookie","Lemon Lemonade",NA,NA,NA,NA,NA
"17117","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"17118","Lemon Cake","Lemon Cookie","Orange Juice",NA,NA,NA,NA,NA
"17119","Gongolais Cookie","Almond Croissant","Apple Croissant","Apricot Danish","Apple Danish","Lemon Lemonade","Raspberry Lemonade",NA
"17120","Chocolate Cake","Strawberry Cake","Napoleon Cake","Apple Pie","Ganache Cookie","Almond Bear Claw",NA,NA
"17121","Blueberry Tart","Lemon Tart","Apricot Croissant",NA,NA,NA,NA,NA
"17122","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"17123","Casino Cake","Chocolate Eclair","Bottled Water",NA,NA,NA,NA,NA
"17124","Lemon Cake","Apricot Tart","Lemon Tart","Apple Danish","Almond Twist","Raspberry Lemonade",NA,NA
"17125","Chocolate Cake","Casino Cake","Chocolate Meringue","Chocolate Coffee",NA,NA,NA,NA
"17126","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"17127","Apricot Tart","Vanilla Meringue","Apricot Danish",NA,NA,NA,NA,NA
"17128","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"17129","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"17130","Chocolate Cake","Casino Cake","Almond Twist","Chocolate Coffee",NA,NA,NA,NA
"17131","Apple Tart","Almond Twist","Blueberry Danish",NA,NA,NA,NA,NA
"17132","Vanilla Eclair","Blackberry Tart","Chocolate Meringue","Marzipan Cookie","Tuile Cookie",NA,NA,NA
"17133","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"17134","Ganache Cookie","Almond Bear Claw",NA,NA,NA,NA,NA,NA
"17135","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"17136","Opera Cake","Strawberry Cake","Apple Tart","Chocolate Tart","Chocolate Meringue","Vanilla Frappuccino",NA,NA
"17137","Cheese Croissant","Hot Coffee",NA,NA,NA,NA,NA,NA
"17138","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"17139","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"17140","Pecan Tart","Apricot Danish","Green Tea","Bottled Water",NA,NA,NA,NA
"17141","Strawberry Cake","Coffee Eclair","Vanilla Frappuccino",NA,NA,NA,NA,NA
"17142","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"17143","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"17144","Truffle Cake","Gongolais Cookie","Orange Juice",NA,NA,NA,NA,NA
"17145","Chocolate Cake","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"17146","Vanilla Meringue","Cheese Croissant","Orange Juice","Hot Coffee",NA,NA,NA,NA
"17147","Chocolate Eclair","Vanilla Eclair","Almond Tart","Tuile Cookie",NA,NA,NA,NA
"17148","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"17149","Blueberry Tart","Lemon Tart","Vanilla Meringue","Apple Croissant","Raspberry Lemonade","Green Tea",NA,NA
"17150","Marzipan Cookie","Tuile Cookie","Almond Croissant",NA,NA,NA,NA,NA
"17151","Casino Cake","Truffle Cake","Single Espresso",NA,NA,NA,NA,NA
"17152","Lemon Cake","Strawberry Cake",NA,NA,NA,NA,NA,NA
"17153","Lemon Cake","Opera Cake","Truffle Cake","Blueberry Tart","Marzipan Cookie","Tuile Cookie","Vanilla Frappuccino",NA
"17154","Chocolate Cake","Chocolate Eclair","Berry Tart",NA,NA,NA,NA,NA
"17155","Lemon Cake","Green Tea",NA,NA,NA,NA,NA,NA
"17156","Coffee Eclair","Almond Bear Claw","Raspberry Lemonade",NA,NA,NA,NA,NA
"17157","Vanilla Eclair","Apricot Tart","Blueberry Tart","Apricot Croissant",NA,NA,NA,NA
"17158","Apple Tart","Almond Croissant","Blueberry Danish","Vanilla Frappuccino","Single Espresso",NA,NA,NA
"17159","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"17160","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"17161","Coffee Eclair","Lemon Tart",NA,NA,NA,NA,NA,NA
"17162","Pecan Tart","Almond Croissant","Green Tea",NA,NA,NA,NA,NA
"17163","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"17164","Coffee Eclair","Blueberry Tart","Raspberry Cookie","Lemon Cookie","Chocolate Meringue","Tuile Cookie",NA,NA
"17165","Strawberry Cake","Coffee Eclair","Chocolate Croissant",NA,NA,NA,NA,NA
"17166","Pecan Tart","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA,NA
"17167","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"17168","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"17169","Chocolate Cake","Vanilla Eclair","Raspberry Cookie","Almond Croissant","Apple Croissant",NA,NA,NA
"17170","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"17171","Apple Tart","Blueberry Tart","Chocolate Tart","Ganache Cookie","Apricot Croissant","Hot Coffee",NA,NA
"17172","Gongolais Cookie","Raspberry Cookie","Tuile Cookie","Chocolate Croissant",NA,NA,NA,NA
"17173","Coffee Eclair","Blackberry Tart","Vanilla Meringue","Single Espresso",NA,NA,NA,NA
"17174","Vanilla Eclair","Lemon Cookie","Raspberry Lemonade","Hot Coffee",NA,NA,NA,NA
"17175","Opera Cake","Cherry Tart","Apricot Danish","Hot Coffee",NA,NA,NA,NA
"17176","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"17177","Strawberry Cake","Truffle Cake","Napoleon Cake","Apple Pie","Gongolais Cookie",NA,NA,NA
"17178","Opera Cake","Truffle Cake","Blueberry Tart","Pecan Tart","Bottled Water","Hot Coffee",NA,NA
"17179","Blackberry Tart","Cherry Tart","Blueberry Danish",NA,NA,NA,NA,NA
"17180","Opera Cake","Almond Twist",NA,NA,NA,NA,NA,NA
"17181","Lemon Cake","Truffle Cake","Chocolate Tart","Gongolais Cookie","Marzipan Cookie","Single Espresso",NA,NA
"17182","Apple Tart","Apple Croissant","Apple Danish",NA,NA,NA,NA,NA
"17183","Chocolate Cake","Lemon Cake","Pecan Tart","Raspberry Cookie","Cheese Croissant","Almond Bear Claw","Lemon Lemonade","Bottled Water"
"17184","Chocolate Tart","Raspberry Lemonade","Vanilla Frappuccino",NA,NA,NA,NA,NA
"17185","Casino Cake","Chocolate Tart","Apricot Danish",NA,NA,NA,NA,NA
"17186","Lemon Cake","Blueberry Tart","Apricot Croissant","Hot Coffee","Vanilla Frappuccino","Cherry Soda",NA,NA
"17187","Chocolate Cake","Lemon Cake","Blackberry Tart","Cheese Croissant","Almond Twist","Almond Bear Claw",NA,NA
"17188","Strawberry Cake","Truffle Cake","Almond Twist",NA,NA,NA,NA,NA
"17189","Chocolate Eclair","Almond Tart","Apple Tart","Cherry Tart","Single Espresso",NA,NA,NA
"17190","Chocolate Eclair","Napoleon Cake",NA,NA,NA,NA,NA,NA
"17191","Marzipan Cookie","Tuile Cookie","Orange Juice",NA,NA,NA,NA,NA
"17192","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"17193","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"17194","Vanilla Frappuccino","Single Espresso",NA,NA,NA,NA,NA,NA
"17195","Marzipan Cookie","Chocolate Croissant",NA,NA,NA,NA,NA,NA
"17196","Pecan Tart","Gongolais Cookie","Chocolate Meringue","Marzipan Cookie","Tuile Cookie","Apple Croissant","Orange Juice","Green Tea"
"17197","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"17198","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"17199","Truffle Cake","Coffee Eclair","Blackberry Tart","Ganache Cookie","Apricot Danish",NA,NA,NA
"17200","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"17201","Lemon Tart","Cherry Soda",NA,NA,NA,NA,NA,NA
"17202","Cherry Soda",NA,NA,NA,NA,NA,NA,NA
"17203","Chocolate Cake","Napoleon Cake","Almond Tart","Lemon Tart","Tuile Cookie",NA,NA,NA
"17204","Strawberry Cake","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"17205","Napoleon Cake","Chocolate Tart","Apricot Danish","Vanilla Frappuccino",NA,NA,NA,NA
"17206","Chocolate Cake","Chocolate Eclair","Apple Tart",NA,NA,NA,NA,NA
"17207","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"17208","Almond Tart","Pecan Tart","Vanilla Frappuccino",NA,NA,NA,NA,NA
"17209","Ganache Cookie",NA,NA,NA,NA,NA,NA,NA
"17210","Lemon Cake","Strawberry Cake","Lemon Tart",NA,NA,NA,NA,NA
"17211","Vanilla Meringue","Bottled Water",NA,NA,NA,NA,NA,NA
"17212","Opera Cake","Apple Tart","Lemon Cookie","Lemon Lemonade",NA,NA,NA,NA
"17213","Blueberry Tart","Cherry Tart","Lemon Tart","Vanilla Meringue","Blueberry Danish","Green Tea","Bottled Water",NA
"17214","Marzipan Cookie","Tuile Cookie","Apple Danish","Chocolate Coffee",NA,NA,NA,NA
"17215","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"17216","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"17217","Marzipan Cookie","Tuile Cookie","Apple Croissant","Orange Juice",NA,NA,NA,NA
"17218","Lemon Cake","Opera Cake","Lemon Tart","Marzipan Cookie","Lemon Lemonade",NA,NA,NA
"17219","Truffle Cake","Gongolais Cookie","Raspberry Cookie","Lemon Cookie",NA,NA,NA,NA
"17220","Chocolate Cake","Tuile Cookie","Chocolate Coffee",NA,NA,NA,NA,NA
"17221","Opera Cake","Truffle Cake","Berry Tart","Cherry Tart","Apricot Danish","Hot Coffee",NA,NA
"17222","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"17223","Strawberry Cake","Truffle Cake","Napoleon Cake","Chocolate Tart","Pecan Tart","Green Tea","Vanilla Frappuccino",NA
"17224","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"17225","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"17226","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"17227","Opera Cake","Napoleon Cake","Cherry Tart","Pecan Tart","Apricot Danish","Chocolate Coffee",NA,NA
"17228","Lemon Tart","Gongolais Cookie","Apricot Danish",NA,NA,NA,NA,NA
"17229","Vanilla Eclair","Apricot Tart","Blueberry Tart","Chocolate Meringue","Almond Bear Claw",NA,NA,NA
"17230","Vanilla Eclair","Chocolate Tart","Apricot Danish","Cherry Soda",NA,NA,NA,NA
"17231","Coffee Eclair","Blackberry Tart","Walnut Cookie","Chocolate Croissant","Blueberry Danish",NA,NA,NA
"17232","Coffee Eclair","Apple Pie",NA,NA,NA,NA,NA,NA
"17233","Truffle Cake","Gongolais Cookie","Orange Juice",NA,NA,NA,NA,NA
"17234","Lemon Cake","Lemon Tart","Green Tea",NA,NA,NA,NA,NA
"17235","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"17236","Apple Tart","Almond Twist",NA,NA,NA,NA,NA,NA
"17237","Lemon Cake","Lemon Tart","Hot Coffee",NA,NA,NA,NA,NA
"17238","Coffee Eclair","Apple Pie","Apricot Croissant","Almond Twist","Almond Bear Claw","Hot Coffee","Vanilla Frappuccino",NA
"17239","Green Tea",NA,NA,NA,NA,NA,NA,NA
"17240","Apple Tart","Berry Tart","Pecan Tart",NA,NA,NA,NA,NA
"17241","Chocolate Eclair","Coffee Eclair","Cheese Croissant",NA,NA,NA,NA,NA
"17242","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"17243","Pecan Tart",NA,NA,NA,NA,NA,NA,NA
"17244","Lemon Cake","Vanilla Meringue","Marzipan Cookie",NA,NA,NA,NA,NA
"17245","Chocolate Cake","Casino Cake","Ganache Cookie","Chocolate Coffee",NA,NA,NA,NA
"17246","Apple Tart","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"17247","Green Tea","Cherry Soda",NA,NA,NA,NA,NA,NA
"17248","Chocolate Tart","Lemon Tart","Green Tea",NA,NA,NA,NA,NA
"17249","Napoleon Cake","Apple Croissant","Almond Bear Claw","Bottled Water",NA,NA,NA,NA
"17250","Opera Cake","Coffee Eclair","Lemon Cookie","Hot Coffee","Cherry Soda",NA,NA,NA
"17251","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"17252","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"17253","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"17254","Apricot Tart","Chocolate Tart","Walnut Cookie","Apple Danish","Almond Twist","Almond Bear Claw","Vanilla Frappuccino","Cherry Soda"
"17255","Strawberry Cake",NA,NA,NA,NA,NA,NA,NA
"17256","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"17257","Vanilla Eclair","Chocolate Croissant","Apple Danish",NA,NA,NA,NA,NA
"17258","Lemon Tart","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"17259","Chocolate Tart","Walnut Cookie","Blueberry Danish","Vanilla Frappuccino",NA,NA,NA,NA
"17260","Almond Bear Claw","Raspberry Lemonade",NA,NA,NA,NA,NA,NA
"17261","Vanilla Meringue","Apple Croissant","Apricot Croissant",NA,NA,NA,NA,NA
"17262","Cherry Tart","Ganache Cookie","Gongolais Cookie","Vanilla Meringue","Apple Croissant",NA,NA,NA
"17263","Blueberry Tart","Apricot Croissant","Apricot Danish","Hot Coffee",NA,NA,NA,NA
"17264","Raspberry Cookie","Lemon Cookie","Orange Juice",NA,NA,NA,NA,NA
"17265","Truffle Cake","Pecan Tart","Gongolais Cookie",NA,NA,NA,NA,NA
"17266","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"17267","Berry Tart","Blueberry Tart","Orange Juice","Bottled Water",NA,NA,NA,NA
"17268","Coffee Eclair","Apple Pie","Almond Twist",NA,NA,NA,NA,NA
"17269","Casino Cake","Opera Cake","Ganache Cookie",NA,NA,NA,NA,NA
"17270","Truffle Cake","Almond Twist","Lemon Lemonade","Bottled Water","Cherry Soda",NA,NA,NA
"17271","Coffee Eclair","Lemon Cookie","Cheese Croissant","Orange Juice",NA,NA,NA,NA
"17272","Strawberry Cake","Apricot Croissant","Vanilla Frappuccino",NA,NA,NA,NA,NA
"17273","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"17274","Berry Tart",NA,NA,NA,NA,NA,NA,NA
"17275","Lemon Cake","Opera Cake","Raspberry Cookie","Raspberry Lemonade","Orange Juice",NA,NA,NA
"17276","Strawberry Cake","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA
"17277","Coffee Eclair","Apple Pie","Pecan Tart","Almond Twist","Hot Coffee","Single Espresso",NA,NA
"17278","Blueberry Tart","Marzipan Cookie","Tuile Cookie","Green Tea",NA,NA,NA,NA
"17279","Casino Cake","Opera Cake","Truffle Cake","Ganache Cookie","Apple Croissant","Apricot Croissant","Raspberry Lemonade","Cherry Soda"
"17280","Berry Tart","Green Tea","Bottled Water",NA,NA,NA,NA,NA
"17281","Tuile Cookie","Chocolate Croissant",NA,NA,NA,NA,NA,NA
"17282","Almond Croissant",NA,NA,NA,NA,NA,NA,NA
"17283","Lemon Cake","Vanilla Meringue",NA,NA,NA,NA,NA,NA
"17284","Apple Tart","Apple Croissant","Apple Danish",NA,NA,NA,NA,NA
"17285","Truffle Cake","Ganache Cookie","Gongolais Cookie","Cheese Croissant","Bottled Water",NA,NA,NA
"17286","Truffle Cake","Vanilla Meringue","Tuile Cookie","Lemon Lemonade",NA,NA,NA,NA
"17287","Blackberry Tart","Raspberry Cookie","Raspberry Lemonade",NA,NA,NA,NA,NA
"17288","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"17289","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"17290","Vanilla Eclair","Berry Tart","Raspberry Lemonade","Orange Juice","Green Tea",NA,NA,NA
"17291","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"17292","Opera Cake","Raspberry Lemonade",NA,NA,NA,NA,NA,NA
"17293","Apple Tart","Ganache Cookie",NA,NA,NA,NA,NA,NA
"17294","Marzipan Cookie","Tuile Cookie","Apricot Danish",NA,NA,NA,NA,NA
"17295","Chocolate Cake","Lemon Cake","Lemon Tart","Apple Croissant","Apple Danish","Blueberry Danish",NA,NA
"17296","Truffle Cake","Apricot Croissant",NA,NA,NA,NA,NA,NA
"17297","Apricot Tart","Lemon Lemonade",NA,NA,NA,NA,NA,NA
"17298","Apple Tart","Apple Croissant","Apple Danish",NA,NA,NA,NA,NA
"17299","Berry Tart","Tuile Cookie",NA,NA,NA,NA,NA,NA
"17300","Strawberry Cake","Napoleon Cake","Marzipan Cookie",NA,NA,NA,NA,NA
"17301","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"17302","Truffle Cake","Blueberry Tart","Gongolais Cookie","Vanilla Meringue","Apricot Danish",NA,NA,NA
"17303","Lemon Cake","Lemon Tart","Pecan Tart","Marzipan Cookie","Green Tea","Cherry Soda",NA,NA
"17304","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"17305","Truffle Cake","Almond Croissant","Cheese Croissant",NA,NA,NA,NA,NA
"17306","Almond Tart","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA
"17307","Opera Cake","Chocolate Eclair","Raspberry Cookie","Chocolate Croissant","Chocolate Coffee","Vanilla Frappuccino",NA,NA
"17308","Gongolais Cookie","Lemon Cookie","Apple Croissant","Cherry Soda",NA,NA,NA,NA
"17309","Cherry Tart","Almond Twist",NA,NA,NA,NA,NA,NA
"17310","Chocolate Cake","Strawberry Cake","Napoleon Cake","Almond Tart","Lemon Cookie","Chocolate Meringue","Hot Coffee","Single Espresso"
"17311","Chocolate Cake","Apple Pie","Ganache Cookie","Vanilla Meringue",NA,NA,NA,NA
"17312","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"17313","Cherry Tart","Chocolate Croissant","Apricot Danish",NA,NA,NA,NA,NA
"17314","Strawberry Cake","Marzipan Cookie","Cheese Croissant","Orange Juice",NA,NA,NA,NA
"17315","Opera Cake","Chocolate Tart","Ganache Cookie","Raspberry Cookie","Cheese Croissant","Chocolate Croissant","Blueberry Danish","Orange Juice"
"17316","Strawberry Cake",NA,NA,NA,NA,NA,NA,NA
"17317","Chocolate Tart","Lemon Tart","Cheese Croissant","Orange Juice","Hot Coffee","Chocolate Coffee",NA,NA
"17318","Strawberry Cake","Apple Croissant",NA,NA,NA,NA,NA,NA
"17319","Truffle Cake","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"17320","Strawberry Cake","Lemon Cookie",NA,NA,NA,NA,NA,NA
"17321","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"17322","Casino Cake","Apple Tart","Cherry Tart","Almond Bear Claw","Vanilla Frappuccino",NA,NA,NA
"17323","Lemon Cake","Blueberry Danish","Raspberry Lemonade",NA,NA,NA,NA,NA
"17324","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"17325","Opera Cake","Strawberry Cake","Napoleon Cake","Chocolate Meringue","Hot Coffee",NA,NA,NA
"17326","Almond Tart","Berry Tart","Bottled Water",NA,NA,NA,NA,NA
"17327","Chocolate Cake","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA
"17328","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"17329","Cherry Tart","Walnut Cookie",NA,NA,NA,NA,NA,NA
"17330","Chocolate Eclair","Vanilla Eclair","Apple Pie","Marzipan Cookie","Apple Danish","Single Espresso",NA,NA
"17331","Lemon Cake","Strawberry Cake","Blueberry Danish",NA,NA,NA,NA,NA
"17332","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"17333","Raspberry Cookie","Single Espresso",NA,NA,NA,NA,NA,NA
"17334","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"17335","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"17336","Berry Tart",NA,NA,NA,NA,NA,NA,NA
"17337","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"17338","Truffle Cake","Cherry Tart","Gongolais Cookie",NA,NA,NA,NA,NA
"17339","Pecan Tart","Lemon Cookie","Green Tea","Chocolate Coffee",NA,NA,NA,NA
"17340","Chocolate Cake","Casino Cake","Truffle Cake","Chocolate Croissant","Bottled Water","Chocolate Coffee",NA,NA
"17341","Raspberry Cookie","Marzipan Cookie","Chocolate Croissant","Apricot Danish","Green Tea",NA,NA,NA
"17342","Casino Cake","Apple Pie","Almond Croissant","Apple Croissant","Chocolate Croissant","Apricot Danish","Chocolate Coffee",NA
"17343","Green Tea","Single Espresso",NA,NA,NA,NA,NA,NA
"17344","Opera Cake","Blueberry Tart","Lemon Tart","Single Espresso",NA,NA,NA,NA
"17345","Strawberry Cake","Truffle Cake","Coffee Eclair","Gongolais Cookie",NA,NA,NA,NA
"17346","Berry Tart","Chocolate Meringue","Cheese Croissant",NA,NA,NA,NA,NA
"17347","Opera Cake","Cherry Tart","Apricot Danish","Bottled Water",NA,NA,NA,NA
"17348","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"17349","Apple Tart","Berry Tart","Apple Danish","Hot Coffee",NA,NA,NA,NA
"17350","Apple Tart","Apricot Danish",NA,NA,NA,NA,NA,NA
"17351","Almond Tart","Vanilla Meringue","Green Tea",NA,NA,NA,NA,NA
"17352","Truffle Cake","Napoleon Cake","Apple Tart","Apricot Tart","Berry Tart","Bottled Water","Single Espresso",NA
"17353","Lemon Cake","Apple Pie","Chocolate Meringue",NA,NA,NA,NA,NA
"17354","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"17355","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"17356","Opera Cake","Cherry Tart","Lemon Tart","Apricot Danish",NA,NA,NA,NA
"17357","Apple Tart","Apple Croissant","Apple Danish",NA,NA,NA,NA,NA
"17358","Pecan Tart","Cheese Croissant","Chocolate Croissant","Orange Juice","Single Espresso",NA,NA,NA
"17359","Ganache Cookie","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"17360","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"17361","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"17362","Apple Pie","Apple Tart","Almond Bear Claw","Raspberry Lemonade","Orange Juice",NA,NA,NA
"17363","Berry Tart","Blueberry Danish","Vanilla Frappuccino",NA,NA,NA,NA,NA
"17364","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"17365","Casino Cake","Truffle Cake","Apricot Tart","Blueberry Tart","Raspberry Cookie","Apricot Croissant","Hot Coffee","Cherry Soda"
"17366","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"17367","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"17368","Berry Tart","Bottled Water","Hot Coffee",NA,NA,NA,NA,NA
"17369","Chocolate Tart","Cheese Croissant","Hot Coffee",NA,NA,NA,NA,NA
"17370","Vanilla Meringue",NA,NA,NA,NA,NA,NA,NA
"17371","Chocolate Cake","Casino Cake","Strawberry Cake","Almond Tart","Lemon Tart","Marzipan Cookie","Apple Croissant","Chocolate Coffee"
"17372","Apple Tart","Berry Tart","Blueberry Danish","Bottled Water",NA,NA,NA,NA
"17373","Lemon Cookie","Tuile Cookie","Lemon Lemonade","Orange Juice",NA,NA,NA,NA
"17374","Strawberry Cake","Coffee Eclair","Napoleon Cake",NA,NA,NA,NA,NA
"17375","Gongolais Cookie","Apricot Croissant","Chocolate Coffee",NA,NA,NA,NA,NA
"17376","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"17377","Truffle Cake","Gongolais Cookie","Chocolate Meringue","Tuile Cookie",NA,NA,NA,NA
"17378","Chocolate Cake","Apple Tart","Marzipan Cookie","Lemon Lemonade",NA,NA,NA,NA
"17379","Chocolate Cake","Casino Cake","Strawberry Cake","Chocolate Eclair","Almond Tart","Chocolate Coffee",NA,NA
