"","P1","P2","P3","P4","P5","P6","P7","P8"
"4221","Chocolate Cake","Chocolate Tart","Ganache Cookie",NA,NA,NA,NA,NA
"4222","Chocolate Cake","Opera Cake","Coffee Eclair","Marzipan Cookie","Tuile Cookie","Apricot Danish",NA,NA
"4223","Chocolate Meringue","Raspberry Lemonade","Green Tea",NA,NA,NA,NA,NA
"4224","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"4225","Strawberry Cake","Napoleon Cake","Apple Pie","Blueberry Tart","Blueberry Danish",NA,NA,NA
"4226","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"4227","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"4228","Berry Tart","Raspberry Cookie","Apple Danish","Bottled Water",NA,NA,NA,NA
"4229","Truffle Cake","Blackberry Tart","Cheese Croissant","Almond Twist","Almond Bear Claw","Raspberry Lemonade","Orange Juice","Vanilla Frappuccino"
"4230","Vanilla Eclair","Tuile Cookie","Cheese Croissant","Blueberry Danish",NA,NA,NA,NA
"4231","Coffee Eclair","Apple Pie","Almond Twist",NA,NA,NA,NA,NA
"4232","Strawberry Cake","Chocolate Tart","Lemon Tart","Apricot Danish","Almond Bear Claw","Orange Juice",NA,NA
"4233","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"4234","Blueberry Tart","Apricot Croissant",NA,NA,NA,NA,NA,NA
"4235","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"4236","Chocolate Eclair","Vanilla Eclair","Almond Bear Claw","Single Espresso",NA,NA,NA,NA
"4237","Napoleon Cake","Apple Croissant",NA,NA,NA,NA,NA,NA
"4238","Apricot Danish","Almond Bear Claw",NA,NA,NA,NA,NA,NA
"4239","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"4240","Lemon Cake","Lemon Tart","Chocolate Meringue",NA,NA,NA,NA,NA
"4241","Raspberry Cookie","Almond Twist",NA,NA,NA,NA,NA,NA
"4242","Chocolate Eclair","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA
"4243","Truffle Cake","Raspberry Cookie","Raspberry Lemonade","Cherry Soda",NA,NA,NA,NA
"4244","Vanilla Eclair","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"4245","Chocolate Cake","Chocolate Eclair","Apple Tart","Apple Croissant","Apple Danish","Almond Twist",NA,NA
"4246","Chocolate Tart","Apricot Croissant","Raspberry Lemonade","Chocolate Coffee",NA,NA,NA,NA
"4247","Strawberry Cake","Tuile Cookie","Hot Coffee",NA,NA,NA,NA,NA
"4248","Casino Cake","Strawberry Cake","Napoleon Cake","Chocolate Meringue",NA,NA,NA,NA
"4249","Cherry Tart","Pecan Tart","Almond Croissant","Apricot Danish",NA,NA,NA,NA
"4250","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"4251","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"4252","Coffee Eclair",NA,NA,NA,NA,NA,NA,NA
"4253","Apple Pie",NA,NA,NA,NA,NA,NA,NA
"4254","Lemon Cake","Truffle Cake","Gongolais Cookie","Almond Twist",NA,NA,NA,NA
"4255","Vanilla Meringue","Orange Juice",NA,NA,NA,NA,NA,NA
"4256","Casino Cake","Apple Tart","Walnut Cookie",NA,NA,NA,NA,NA
"4257","Chocolate Cake","Coffee Eclair","Apple Tart","Ganache Cookie",NA,NA,NA,NA
"4258","Chocolate Eclair","Ganache Cookie",NA,NA,NA,NA,NA,NA
"4259","Berry Tart","Almond Bear Claw","Bottled Water",NA,NA,NA,NA,NA
"4260","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"4261","Apricot Tart","Walnut Cookie","Apple Croissant","Lemon Lemonade",NA,NA,NA,NA
"4262","Chocolate Cake","Coffee Eclair","Blackberry Tart","Blueberry Tart","Lemon Tart","Tuile Cookie","Raspberry Lemonade","Single Espresso"
"4263","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA,NA
"4264","Raspberry Lemonade",NA,NA,NA,NA,NA,NA,NA
"4265","Strawberry Cake","Napoleon Cake","Apple Tart","Pecan Tart","Gongolais Cookie",NA,NA,NA
"4266","Truffle Cake","Orange Juice",NA,NA,NA,NA,NA,NA
"4267","Strawberry Cake","Napoleon Cake","Almond Tart","Apple Danish","Green Tea",NA,NA,NA
"4268","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"4269","Coffee Eclair","Apricot Tart","Chocolate Tart","Apple Croissant","Cheese Croissant","Cherry Soda",NA,NA
"4270","Strawberry Cake","Napoleon Cake","Almond Croissant","Apricot Danish",NA,NA,NA,NA
"4271","Napoleon Cake","Walnut Cookie","Almond Bear Claw",NA,NA,NA,NA,NA
"4272","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA,NA
"4273","Chocolate Cake","Pecan Tart","Vanilla Meringue","Walnut Cookie","Almond Twist","Lemon Lemonade","Single Espresso",NA
"4274","Coffee Eclair",NA,NA,NA,NA,NA,NA,NA
"4275","Casino Cake","Napoleon Cake","Walnut Cookie","Orange Juice",NA,NA,NA,NA
"4276","Lemon Cake","Casino Cake","Opera Cake",NA,NA,NA,NA,NA
"4277","Almond Croissant","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"4278","Chocolate Croissant","Cherry Soda",NA,NA,NA,NA,NA,NA
"4279","Chocolate Eclair","Apple Tart","Chocolate Meringue","Apricot Danish","Vanilla Frappuccino",NA,NA,NA
"4280","Napoleon Cake","Lemon Tart","Cherry Soda",NA,NA,NA,NA,NA
"4281","Almond Tart","Gongolais Cookie","Lemon Cookie",NA,NA,NA,NA,NA
"4282","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"4283","Berry Tart","Lemon Cookie","Hot Coffee",NA,NA,NA,NA,NA
"4284","Vanilla Meringue","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA,NA
"4285","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"4286","Single Espresso",NA,NA,NA,NA,NA,NA,NA
"4287","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"4288","Chocolate Cake","Apple Tart",NA,NA,NA,NA,NA,NA
"4289","Casino Cake","Chocolate Tart","Vanilla Frappuccino","Single Espresso",NA,NA,NA,NA
"4290","Strawberry Cake","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA
"4291","Almond Croissant","Apricot Croissant","Chocolate Croissant","Almond Bear Claw",NA,NA,NA,NA
"4292","Blueberry Tart","Apricot Croissant","Blueberry Danish","Hot Coffee","Vanilla Frappuccino",NA,NA,NA
"4293","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"4294","Strawberry Cake","Apricot Tart","Apricot Croissant","Cherry Soda",NA,NA,NA,NA
"4295","Blackberry Tart","Cherry Tart",NA,NA,NA,NA,NA,NA
"4296","Strawberry Cake","Napoleon Cake","Raspberry Cookie","Walnut Cookie",NA,NA,NA,NA
"4297","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"4298","Cheese Croissant",NA,NA,NA,NA,NA,NA,NA
"4299","Chocolate Eclair","Orange Juice",NA,NA,NA,NA,NA,NA
"4300","Lemon Cake","Vanilla Eclair","Apple Pie","Apricot Croissant","Cheese Croissant","Orange Juice",NA,NA
"4301","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"4302","Apple Pie","Chocolate Meringue","Apricot Croissant","Cheese Croissant",NA,NA,NA,NA
"4303","Lemon Cake","Opera Cake","Ganache Cookie","Gongolais Cookie","Bottled Water",NA,NA,NA
"4304","Raspberry Cookie","Lemon Cookie","Almond Bear Claw","Lemon Lemonade","Raspberry Lemonade","Vanilla Frappuccino",NA,NA
"4305","Vanilla Eclair","Berry Tart","Bottled Water",NA,NA,NA,NA,NA
"4306","Lemon Tart","Green Tea","Chocolate Coffee",NA,NA,NA,NA,NA
"4307","Berry Tart","Pecan Tart","Marzipan Cookie","Bottled Water",NA,NA,NA,NA
"4308","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"4309","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"4310","Opera Cake","Cherry Tart","Lemon Tart","Apricot Danish","Cherry Soda",NA,NA,NA
"4311","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"4312","Opera Cake","Berry Tart","Gongolais Cookie","Tuile Cookie","Almond Twist",NA,NA,NA
"4313","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"4314","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"4315","Strawberry Cake","Vanilla Meringue","Almond Croissant","Raspberry Lemonade","Green Tea",NA,NA,NA
"4316","Apricot Tart","Walnut Cookie","Cheese Croissant","Almond Twist","Orange Juice","Bottled Water","Chocolate Coffee",NA
"4317","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"4318","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"4319","Opera Cake","Vanilla Meringue","Apple Danish",NA,NA,NA,NA,NA
"4320","Napoleon Cake","Chocolate Tart","Tuile Cookie","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA
"4321","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"4322","Opera Cake","Strawberry Cake","Chocolate Eclair","Cherry Tart","Marzipan Cookie","Apricot Danish",NA,NA
"4323","Coffee Eclair","Apple Pie","Apple Tart","Gongolais Cookie","Tuile Cookie","Blueberry Danish","Bottled Water",NA
"4324","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"4325","Marzipan Cookie","Tuile Cookie","Walnut Cookie",NA,NA,NA,NA,NA
"4326","Lemon Cake","Apple Tart","Lemon Tart",NA,NA,NA,NA,NA
"4327","Raspberry Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"4328","Strawberry Cake","Truffle Cake","Napoleon Cake","Raspberry Cookie","Walnut Cookie",NA,NA,NA
"4329","Bottled Water","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"4330","Almond Bear Claw",NA,NA,NA,NA,NA,NA,NA
"4331","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"4332","Chocolate Cake","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"4333","Coffee Eclair",NA,NA,NA,NA,NA,NA,NA
"4334","Marzipan Cookie","Tuile Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"4335","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"4336","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"4337","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"4338","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"4339","Blueberry Tart","Apricot Croissant",NA,NA,NA,NA,NA,NA
"4340","Chocolate Eclair","Berry Tart","Tuile Cookie","Bottled Water",NA,NA,NA,NA
"4341","Coffee Eclair","Apple Pie","Almond Twist","Lemon Lemonade","Hot Coffee",NA,NA,NA
"4342","Chocolate Cake","Lemon Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA
"4343","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"4344","Apricot Tart","Blueberry Danish","Bottled Water","Cherry Soda",NA,NA,NA,NA
"4345","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"4346","Lemon Cake","Opera Cake","Blueberry Tart","Chocolate Tart","Marzipan Cookie","Cheese Croissant","Green Tea","Single Espresso"
"4347","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"4348","Blueberry Tart","Green Tea",NA,NA,NA,NA,NA,NA
"4349","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"4350","Strawberry Cake","Chocolate Eclair","Napoleon Cake","Berry Tart","Lemon Tart","Chocolate Coffee",NA,NA
"4351","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"4352","Opera Cake","Apple Croissant","Vanilla Frappuccino",NA,NA,NA,NA,NA
"4353","Lemon Cake","Apple Tart","Blueberry Tart","Lemon Tart","Ganache Cookie","Orange Juice",NA,NA
"4354","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"4355","Casino Cake","Apple Pie","Orange Juice",NA,NA,NA,NA,NA
"4356","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"4357","Chocolate Eclair","Cherry Tart","Orange Juice","Hot Coffee",NA,NA,NA,NA
"4358","Lemon Cake","Truffle Cake","Gongolais Cookie","Almond Twist","Almond Bear Claw","Single Espresso",NA,NA
"4359","Opera Cake","Strawberry Cake","Apple Tart","Apple Danish","Vanilla Frappuccino",NA,NA,NA
"4360","Pecan Tart","Vanilla Meringue","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA
"4361","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"4362","Apple Tart","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA
"4363","Vanilla Eclair","Apricot Tart","Ganache Cookie","Raspberry Cookie",NA,NA,NA,NA
"4364","Almond Tart","Chocolate Croissant",NA,NA,NA,NA,NA,NA
"4365","Raspberry Cookie",NA,NA,NA,NA,NA,NA,NA
"4366","Casino Cake","Strawberry Cake","Apricot Tart","Blueberry Danish",NA,NA,NA,NA
"4367","Truffle Cake","Marzipan Cookie","Tuile Cookie","Bottled Water",NA,NA,NA,NA
"4368","Chocolate Cake","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"4369","Coffee Eclair","Apricot Tart","Blackberry Tart","Single Espresso",NA,NA,NA,NA
"4370","Orange Juice",NA,NA,NA,NA,NA,NA,NA
"4371","Strawberry Cake","Chocolate Eclair","Napoleon Cake",NA,NA,NA,NA,NA
"4372","Vanilla Eclair","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"4373","Lemon Cake","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","Chocolate Coffee",NA,NA
"4374","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"4375","Lemon Cake","Gongolais Cookie","Blueberry Danish",NA,NA,NA,NA,NA
"4376","Vanilla Meringue","Green Tea","Hot Coffee",NA,NA,NA,NA,NA
"4377","Blueberry Tart","Walnut Cookie","Apple Danish","Orange Juice","Bottled Water",NA,NA,NA
"4378","Raspberry Cookie","Almond Twist",NA,NA,NA,NA,NA,NA
"4379","Napoleon Cake","Chocolate Croissant",NA,NA,NA,NA,NA,NA
"4380","Ganache Cookie","Walnut Cookie","Orange Juice",NA,NA,NA,NA,NA
"4381","Opera Cake","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"4382","Marzipan Cookie","Tuile Cookie","Apricot Croissant","Cherry Soda",NA,NA,NA,NA
"4383","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"4384","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"4385","Marzipan Cookie",NA,NA,NA,NA,NA,NA,NA
"4386","Bottled Water",NA,NA,NA,NA,NA,NA,NA
"4387","Chocolate Cake","Truffle Cake","Gongolais Cookie","Hot Coffee",NA,NA,NA,NA
"4388","Truffle Cake","Almond Tart","Lemon Tart","Gongolais Cookie","Almond Twist","Bottled Water",NA,NA
"4389","Truffle Cake","Gongolais Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"4390","Vanilla Eclair","Raspberry Cookie","Cheese Croissant","Orange Juice",NA,NA,NA,NA
"4391","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"4392","Strawberry Cake","Coffee Eclair","Napoleon Cake","Ganache Cookie","Apricot Croissant","Vanilla Frappuccino",NA,NA
"4393","Chocolate Meringue","Lemon Lemonade","Orange Juice","Cherry Soda",NA,NA,NA,NA
"4394","Chocolate Cake","Berry Tart","Lemon Lemonade","Bottled Water",NA,NA,NA,NA
"4395","Lemon Cake","Marzipan Cookie",NA,NA,NA,NA,NA,NA
"4396","Truffle Cake","Gongolais Cookie","Apricot Croissant","Apple Danish",NA,NA,NA,NA
"4397","Vanilla Eclair","Berry Tart","Green Tea","Bottled Water",NA,NA,NA,NA
"4398","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"4399","Lemon Cake","Gongolais Cookie","Apple Croissant",NA,NA,NA,NA,NA
"4400","Berry Tart","Blueberry Tart","Cherry Tart","Almond Bear Claw","Bottled Water",NA,NA,NA
"4401","Chocolate Tart","Walnut Cookie","Cheese Croissant","Vanilla Frappuccino",NA,NA,NA,NA
"4402","Chocolate Cake","Truffle Cake","Apple Tart","Apricot Tart","Gongolais Cookie","Apricot Croissant",NA,NA
"4403","Casino Cake","Almond Tart","Pecan Tart",NA,NA,NA,NA,NA
"4404","Apple Pie","Blueberry Tart","Lemon Tart",NA,NA,NA,NA,NA
"4405","Lemon Cake","Strawberry Cake","Berry Tart","Chocolate Tart","Lemon Cookie","Almond Croissant","Chocolate Croissant",NA
"4406","Gongolais Cookie","Tuile Cookie","Chocolate Croissant","Bottled Water",NA,NA,NA,NA
"4407","Chocolate Cake","Tuile Cookie",NA,NA,NA,NA,NA,NA
"4408","Coffee Eclair","Almond Tart","Berry Tart",NA,NA,NA,NA,NA
"4409","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"4410","Almond Croissant",NA,NA,NA,NA,NA,NA,NA
"4411","Casino Cake","Strawberry Cake","Vanilla Meringue","Apple Croissant","Almond Twist",NA,NA,NA
"4412","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"4413","Lemon Cake","Strawberry Cake","Napoleon Cake","Blueberry Tart","Bottled Water",NA,NA,NA
"4414","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"4415","Apple Tart","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"4416","Gongolais Cookie","Almond Bear Claw",NA,NA,NA,NA,NA,NA
"4417","Napoleon Cake","Berry Tart","Blackberry Tart","Chocolate Meringue","Chocolate Coffee",NA,NA,NA
"4418","Coffee Eclair","Berry Tart","Cherry Tart","Lemon Cookie","Chocolate Meringue","Almond Bear Claw","Chocolate Coffee",NA
"4419","Lemon Cake","Napoleon Cake","Ganache Cookie","Cherry Soda",NA,NA,NA,NA
"4420","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"4421","Apricot Tart","Chocolate Meringue","Orange Juice","Chocolate Coffee",NA,NA,NA,NA
"4422","Opera Cake","Coffee Eclair","Blackberry Tart","Blueberry Tart","Lemon Tart",NA,NA,NA
"4423","Raspberry Cookie","Lemon Cookie","Vanilla Meringue","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA
"4424","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"4425","Strawberry Cake","Truffle Cake","Napoleon Cake","Pecan Tart",NA,NA,NA,NA
"4426","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"4427","Chocolate Cake","Vanilla Eclair","Gongolais Cookie",NA,NA,NA,NA,NA
"4428","Pecan Tart","Cheese Croissant","Almond Twist","Orange Juice",NA,NA,NA,NA
"4429","Chocolate Cake","Marzipan Cookie","Tuile Cookie","Apple Danish",NA,NA,NA,NA
"4430","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"4431","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"4432","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"4433","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"4434","Chocolate Cake","Pecan Tart",NA,NA,NA,NA,NA,NA
"4435","Berry Tart","Pecan Tart","Walnut Cookie","Apricot Danish","Hot Coffee",NA,NA,NA
"4436","Berry Tart","Chocolate Meringue",NA,NA,NA,NA,NA,NA
"4437","Strawberry Cake","Almond Tart","Blackberry Tart",NA,NA,NA,NA,NA
"4438","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"4439","Chocolate Cake","Marzipan Cookie","Almond Twist",NA,NA,NA,NA,NA
"4440","Chocolate Eclair","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"4441","Strawberry Cake","Napoleon Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"4442","Truffle Cake","Lemon Tart","Gongolais Cookie","Lemon Lemonade",NA,NA,NA,NA
"4443","Apple Pie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"4444","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"4445","Opera Cake","Cherry Tart","Cheese Croissant","Apricot Danish","Cherry Soda",NA,NA,NA
"4446","Strawberry Cake","Napoleon Cake","Apple Pie","Blackberry Tart","Chocolate Meringue",NA,NA,NA
"4447","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"4448","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"4449","Gongolais Cookie","Apricot Croissant",NA,NA,NA,NA,NA,NA
"4450","Opera Cake","Vanilla Eclair","Cheese Croissant","Apple Danish","Almond Twist","Orange Juice","Vanilla Frappuccino",NA
"4451","Lemon Cookie","Apple Danish",NA,NA,NA,NA,NA,NA
"4452","Apple Pie","Apricot Danish","Chocolate Coffee",NA,NA,NA,NA,NA
"4453","Truffle Cake","Vanilla Eclair","Gongolais Cookie",NA,NA,NA,NA,NA
"4454","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"4455","Casino Cake","Apricot Tart","Blueberry Tart","Chocolate Meringue","Almond Bear Claw",NA,NA,NA
"4456","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"4457","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"4458","Strawberry Cake","Napoleon Cake","Ganache Cookie","Apple Danish",NA,NA,NA,NA
"4459","Coffee Eclair","Almond Tart","Blackberry Tart","Bottled Water","Vanilla Frappuccino","Single Espresso",NA,NA
"4460","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"4461","Strawberry Cake","Blueberry Tart","Raspberry Cookie","Tuile Cookie","Walnut Cookie",NA,NA,NA
"4462","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"4463","Cherry Tart","Lemon Tart",NA,NA,NA,NA,NA,NA
"4464","Berry Tart","Blueberry Tart","Lemon Cookie","Apple Croissant","Almond Bear Claw",NA,NA,NA
"4465","Chocolate Eclair","Chocolate Tart",NA,NA,NA,NA,NA,NA
"4466","Truffle Cake","Coffee Eclair","Apricot Danish","Orange Juice",NA,NA,NA,NA
"4467","Apple Tart","Green Tea",NA,NA,NA,NA,NA,NA
"4468","Casino Cake","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA
"4469","Blueberry Tart","Almond Croissant","Chocolate Croissant",NA,NA,NA,NA,NA
"4470","Cheese Croissant",NA,NA,NA,NA,NA,NA,NA
"4471","Apricot Tart","Blueberry Tart","Lemon Tart","Ganache Cookie","Vanilla Meringue","Hot Coffee","Vanilla Frappuccino",NA
"4472","Truffle Cake","Vanilla Eclair","Berry Tart","Lemon Tart","Gongolais Cookie","Almond Croissant",NA,NA
"4473","Raspberry Lemonade",NA,NA,NA,NA,NA,NA,NA
"4474","Lemon Cake","Truffle Cake","Cherry Tart","Tuile Cookie",NA,NA,NA,NA
"4475","Opera Cake","Strawberry Cake","Blackberry Tart","Blueberry Tart","Cherry Tart","Lemon Cookie","Apricot Danish",NA
"4476","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"4477","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"4478","Gongolais Cookie","Raspberry Cookie","Walnut Cookie","Blueberry Danish","Raspberry Lemonade",NA,NA,NA
"4479","Tuile Cookie","Apple Danish",NA,NA,NA,NA,NA,NA
"4480","Truffle Cake","Ganache Cookie","Gongolais Cookie","Chocolate Croissant",NA,NA,NA,NA
"4481","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"4482","Cherry Tart","Hot Coffee","Single Espresso",NA,NA,NA,NA,NA
"4483","Napoleon Cake","Cherry Soda",NA,NA,NA,NA,NA,NA
"4484","Apricot Croissant","Almond Bear Claw",NA,NA,NA,NA,NA,NA
"4485","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"4486","Truffle Cake","Almond Tart","Cherry Tart",NA,NA,NA,NA,NA
"4487","Coffee Eclair","Almond Tart","Blackberry Tart","Cherry Tart","Ganache Cookie","Apple Croissant","Blueberry Danish","Hot Coffee"
"4488","Coffee Eclair","Blackberry Tart",NA,NA,NA,NA,NA,NA
"4489","Truffle Cake",NA,NA,NA,NA,NA,NA,NA
"4490","Chocolate Cake","Casino Cake","Truffle Cake","Vanilla Meringue","Chocolate Coffee",NA,NA,NA
"4491","Coffee Eclair","Apple Pie","Almond Croissant","Almond Twist",NA,NA,NA,NA
"4492","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"4493","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"4494","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"4495","Blueberry Tart","Apricot Croissant","Chocolate Croissant","Hot Coffee",NA,NA,NA,NA
"4496","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"4497","Truffle Cake","Lemon Lemonade","Hot Coffee","Chocolate Coffee",NA,NA,NA,NA
"4498","Opera Cake","Berry Tart","Almond Bear Claw",NA,NA,NA,NA,NA
"4499","Napoleon Cake","Orange Juice","Chocolate Coffee",NA,NA,NA,NA,NA
"4500","Truffle Cake","Raspberry Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"4501","Strawberry Cake","Napoleon Cake","Single Espresso",NA,NA,NA,NA,NA
"4502","Lemon Cake","Coffee Eclair","Almond Tart","Blackberry Tart","Gongolais Cookie","Single Espresso",NA,NA
